wpe,lijphart,loosemorehanby,raes,gallagher,enp,governability,entropy,alpha
1,0.064492167,0.1366525,0.034163125,0.08468566,7.128712871,0.139693878,-2.012353069,30
2,0.049024667,0.091394333,0.022848583,0.057465327,7.594936709,0.13744898,-2.026908368,30
2,0.04876,0.114820333,0.028705083,0.067829863,7.430340557,0.137142857,-2.029011953,30
2,0.041446667,0.095698,0.0239245,0.057765347,7.570977918,0.13755102,-2.025098833,30
2,0.017379,0.065314,0.0163285,0.041840272,7.766990291,0.141938776,-1.962343242,30
2,0.033724667,0.067768,0.016942,0.042793273,7.77537797,0.136734694,-2.03070316,30
2,0.022982333,0.040626667,0.010156667,0.025109875,7.912087912,0.136734694,-2.033744851,30
2,0.032939667,0.048759333,0.012189833,0.031776445,7.868852459,0.137959184,-2.031948274,30
2,0.033908333,0.090416333,0.022604083,0.049291203,7.692307692,0.13755102,-2.024769718,30
2,0.082278667,0.147934,0.0369835,0.086550567,7.121661721,0.143673469,-2.006779986,30
2,0.056329,0.107726667,0.026931667,0.067916858,7.438016529,0.13744898,-2.026689613,30
2,0.041583667,0.123751333,0.030937833,0.068946865,7.422680412,0.137653061,-2.025222041,30
2,0.050281667,0.092018,0.0230045,0.054722973,7.635206787,0.137142857,-2.032685356,30
2,0.024455333,0.082824333,0.020706083,0.049179877,7.692307692,0.138265306,-2.012897419,30
2,0.049909,0.089245333,0.022311333,0.050899648,7.667731629,0.137346939,-2.031753939,30
2,0.057016667,0.097776333,0.024444083,0.059600391,7.547169811,0.137244898,-2.032517271,30
2,0.049183,0.090845667,0.022711417,0.053410575,7.643312102,0.137959184,-2.028931317,30
2,0.031632,0.055746333,0.013936583,0.033644009,7.843137255,0.137244898,-2.032517271,30
2,0.048351667,0.090277333,0.022569333,0.052159684,7.651434644,0.13744898,-2.032349971,30
2,0.047753333,0.103817,0.02595425,0.057529832,7.56302521,0.136938776,-2.032466729,30
2,0.048226333,0.122237333,0.030559333,0.063598647,7.49219563,0.13755102,-2.032675079,30
2,0.065036,0.065036,0.016259,0.051736173,7.651434644,0.142857143,-2.021767756,30
2,0.050165,0.106168333,0.026542083,0.058167102,7.578947368,0.137857143,-2.029797693,30
2,0.024015333,0.065181667,0.016295417,0.039697638,7.792207792,0.137959184,-2.01408956,30
2,0.032738667,0.073666667,0.018416667,0.046397916,7.717041801,0.137142857,-2.029179995,30
2,0.033946667,0.099932333,0.024983083,0.054358591,7.635206787,0.137040816,-2.027877303,30
2,0.050371333,0.091254333,0.022813583,0.054318677,7.635206787,0.137653061,-2.030254555,30
2,0.031351333,0.074903667,0.018725917,0.042728286,7.766990291,0.136938776,-2.02858327,30
2,0.024023,0.090155667,0.022538917,0.051446699,7.659574468,0.137142857,-2.024806199,30
2,0.031449667,0.070168667,0.017542167,0.038896106,7.783783784,0.137653061,-2.029908495,30
2,0.065584,0.130963333,0.032740833,0.073581654,7.339449541,0.143333333,-2.009015663,30
3,0.032928333,0.049101,0.01227525,0.031684665,7.868852459,0.138163265,-2.032138188,30
3,0.046848,0.104278333,0.026069583,0.062085251,7.5,0.137040816,-2.031570468,30
3,0.023228,0.0746555,0.018663875,0.045742363,7.725321888,0.136734694,-2.029117703,30
3,0.02455,0.066851167,0.016712792,0.041450501,7.77537797,0.137244898,-2.02100287,30
3,0.031239333,0.080651333,0.020162833,0.046342297,7.717041801,0.137040816,-2.028728433,30
3,0.038938667,0.0721195,0.018029875,0.043937934,7.741935484,0.137040816,-2.031542576,30
3,0.0483785,0.094595,0.02364875,0.056159168,7.578947368,0.137959184,-2.02011918,30
3,0.054811333,0.089442167,0.022360542,0.055005886,7.602956705,0.137857143,-2.030352731,30
3,0.062706667,0.117204,0.029301,0.069417163,7.36196319,0.140646259,-2.018517498,30
3,0.053307333,0.064897167,0.016224292,0.047906276,7.675906183,0.139387755,-2.030061039,30
3,0.032634333,0.076577,0.01914425,0.043817988,7.766990291,0.136938776,-2.031675682,30
3,0.017600167,0.040664167,0.010166042,0.023027189,7.929515419,0.136632653,-2.033253826,30
3,0.042039667,0.091748167,0.022937042,0.058445156,7.578947368,0.137142857,-2.029179995,30
3,0.032786833,0.0962065,0.024051625,0.054060847,7.610993658,0.137142857,-2.02708897,30
3,0.055968333,0.113726167,0.028431542,0.06702236,7.430340557,0.137040816,-2.030537497,30
3,0.0238715,0.058733333,0.014683333,0.03671311,7.817589577,0.138979592,-2.001639751,30
3,0.033071333,0.066306167,0.016576542,0.039906782,7.800650054,0.137346939,-2.028107277,30
3,0.033055833,0.061572667,0.015393167,0.03929352,7.783783784,0.137959184,-2.014482157,30
3,0.0724485,0.130031333,0.032507833,0.074400335,7.30964467,0.143163265,-2.01065102,30
3,0.026035,0.0738725,0.018468125,0.045000729,7.741935484,0.136836735,-2.027866494,30
3,0.072084,0.096004,0.024001,0.063909068,7.461139896,0.14127551,-2.038798505,30
3,0.031824333,0.058850333,0.014712583,0.035036276,7.843137255,0.137244898,-2.032517271,30
3,0.032716333,0.113245667,0.028311417,0.061890732,7.507820647,0.13877551,-2.019555118,30
3,0.016963167,0.065441667,0.016360417,0.038414238,7.809110629,0.135102041,-2.036606335,30
3,0.040407667,0.085799167,0.021449792,0.053461812,7.619047619,0.137346939,-2.026077203,30
3,0.057742833,0.0722465,0.018061625,0.049288441,7.684098186,0.140408163,-2.028289941,30
3,0.0243145,0.0738835,0.018470875,0.041070964,7.77537797,0.137142857,-2.02708897,30
3,0.032551833,0.0708535,0.017713375,0.042381489,7.750269107,0.136836735,-2.030738472,30
3,0.073032,0.129383333,0.032345833,0.080090936,7.214428858,0.139829932,-2.020797269,30
3,0.055085833,0.079107333,0.019776833,0.049915649,7.659574468,0.139183673,-2.029907341,30
4,0.046418667,0.087414667,0.021853667,0.051327675,7.643312102,0.137959184,-2.028931317,30
4,0.055372667,0.098172,0.024543,0.061081702,7.507820647,0.13744898,-2.026036354,30
4,0.032159333,0.058441333,0.014610333,0.035454859,7.834602829,0.136938776,-2.032620325,30
4,0.026470667,0.055959333,0.013989833,0.034334424,7.843137255,0.137244898,-2.022721532,30
4,0.014988,0.039341333,0.009835333,0.022278787,7.929515419,0.136632653,-2.030091042,30
4,0.033286667,0.055387333,0.013846833,0.034255674,7.843137255,0.137244898,-2.032517271,30
4,0.024991333,0.043716667,0.010929167,0.026678229,7.912087912,0.137040816,-2.033181189,30
4,0.022844,0.047984,0.011996,0.032130981,7.851690294,0.13755102,-2.020354614,30
4,0.046844,0.094156,0.023539,0.055535158,7.578947368,0.137040816,-2.032026034,30
4,0.032949333,0.053248,0.013312,0.03577224,7.817589577,0.137244898,-2.02782478,30
4,0.03187,0.086505333,0.021626333,0.049457031,7.667731629,0.137653061,-2.022322074,30
4,0.054786,0.092767333,0.023191833,0.06108347,7.523510972,0.137040816,-2.028666353,30
4,0.032195333,0.064602,0.0161505,0.037265277,7.809110629,0.136632653,-2.032011704,30
4,0.022556,0.038616667,0.009654167,0.023335035,7.920792079,0.137653061,-2.032734601,30
4,0.023030667,0.047358667,0.011839667,0.029741963,7.868852459,0.137857143,-2.028317019,30
4,0.024576667,0.048847333,0.012211833,0.028878786,7.886089814,0.137040816,-2.02854679,30
4,0.041168667,0.104052,0.026013,0.057277262,7.578947368,0.136938776,-2.030744888,30
4,0.026727333,0.063620667,0.015905167,0.036714743,7.817589577,0.137346939,-2.024155278,30
4,0.033145333,0.065418667,0.016354667,0.04009664,7.792207792,0.136632653,-2.030749349,30
4,0.032654667,0.078521333,0.019630333,0.047633907,7.692307692,0.136632653,-2.030441397,30
4,0.016802,0.047256667,0.011814167,0.02770595,7.886089814,0.136938776,-2.028797642,30
4,0.062422,0.116027333,0.029006833,0.066334855,7.39979445,0.137959184,-2.031476216,30
4,0.017696667,0.033846667,0.008461667,0.020799704,7.947019868,0.136530612,-2.031565091,30
4,0.040128,0.095114667,0.023778667,0.051281842,7.651434644,0.13744898,-2.03034198,30
4,0.023516667,0.039134667,0.009783667,0.027656616,7.886089814,0.136836735,-2.029461006,30
4,0.016154,0.055991333,0.013997833,0.034410243,7.826086957,0.139387755,-1.99618244,30
4,0.04539,0.124514667,0.031128667,0.069749879,7.339449541,0.13755102,-2.024629974,30
4,0.038836,0.076709333,0.019177333,0.043132936,7.733619764,0.13755102,-2.032675079,30
4,0.023675333,0.05535,0.0138375,0.034527491,7.826086957,0.137040816,-2.025499668,30
4,0.03654,0.087410667,0.021852667,0.053116452,7.619047619,0.137244898,-2.026975277,30
1,0.067262167,0.099416833,0.024854208,0.067425912,7.445708376,0.13755102,-2.027971903,40
1,0.031527667,0.073643333,0.018410833,0.048976096,7.692307692,0.138265306,-2.013478724,40
1,0.041206667,0.098635167,0.024658792,0.052279413,7.651434644,0.137346939,-2.031961722,40
1,0.056209,0.090595167,0.022648792,0.056195678,7.594936709,0.138061224,-2.031455272,40
1,0.043328333,0.099706,0.0249265,0.059477396,7.570977918,0.137857143,-2.018811634,40
1,0.0168445,0.050038667,0.012509667,0.029811574,7.886089814,0.136938776,-2.028797642,40
1,0.031561667,0.089345833,0.022336458,0.053436274,7.635206787,0.137142857,-2.02431598,40
1,0.057949667,0.1327055,0.033176375,0.07537553,7.317073171,0.139727891,-2.01718426,40
1,0.057541167,0.116360667,0.029090167,0.076213532,7.30964467,0.138163265,-2.016382182,40
1,0.039328333,0.080636,0.020159,0.046103189,7.717041801,0.137040816,-2.032026034,40
1,0.031536833,0.082089167,0.020522292,0.046033296,7.725321888,0.13744898,-2.023919685,40
1,0.042640667,0.125214,0.0313035,0.069482887,7.430340557,0.137142857,-2.024271453,40
1,0.033255833,0.074251833,0.018562958,0.044492628,7.750269107,0.137040816,-2.029935565,40
1,0.041598667,0.076036833,0.019009208,0.045869116,7.741935484,0.137040816,-2.030894854,40
1,0.031685333,0.073874167,0.018468542,0.050099089,7.675906183,0.139897959,-1.989828915,40
1,0.040824333,0.116852167,0.029213042,0.065277116,7.484407484,0.137142857,-2.022970966,40
1,0.048939833,0.125011667,0.031252917,0.06900002,7.430340557,0.137040816,-2.030753805,40
1,0.056999667,0.1320135,0.033003375,0.074439989,7.339449541,0.143571429,-2.007625871,40
1,0.0331475,0.092204333,0.023051083,0.050157402,7.684098186,0.137857143,-2.02953349,40
1,0.056924,0.067240167,0.016810042,0.050575747,7.675906183,0.139387755,-2.030061039,40
1,0.058734167,0.1409655,0.035241375,0.076275023,7.30964467,0.137040816,-2.029577376,40
1,0.049146667,0.074007833,0.018501958,0.044310918,7.750269107,0.139795918,-2.029743562,40
1,0.0574825,0.1147465,0.028686625,0.066159714,7.468879668,0.137653061,-2.030254555,40
1,0.025335667,0.073783167,0.018445792,0.045295122,7.733619764,0.139183673,-2.00099352,40
1,0.033444333,0.099264833,0.024816208,0.05875978,7.570977918,0.136734694,-2.028758271,40
1,0.049697833,0.0843295,0.021082375,0.048877035,7.708779443,0.13877551,-2.029756767,40
1,0.0405495,0.116003167,0.029000792,0.061712104,7.531380753,0.137142857,-2.024704817,40
1,0.026624,0.083632333,0.020908083,0.050619194,7.684098186,0.13755102,-2.019528606,40
1,0.034587667,0.0750915,0.018772875,0.043247063,7.766990291,0.136938776,-2.02858327,40
1,0.042093667,0.067057833,0.016764458,0.043107033,7.766990291,0.137857143,-2.031067527,40
2,0.022733333,0.055284,0.013821,0.031299083,7.860262009,0.136938776,-2.031707421,40
2,0.04362,0.099281333,0.024820333,0.062416565,7.531380753,0.137857143,-2.021413923,40
2,0.064884,0.107167,0.02679175,0.062361237,7.51565762,0.137857143,-2.033798504,40
2,0.041104333,0.097156333,0.024289083,0.056781149,7.594936709,0.137142857,-2.026252995,40
2,0.064168333,0.084184,0.021046,0.060866141,7.531380753,0.138673469,-2.029109829,40
2,0.033528667,0.088483333,0.022120833,0.055117853,7.619047619,0.138367347,-2.010057517,40
2,0.032621,0.064515,0.01612875,0.036068852,7.826086957,0.137142857,-2.033345881,40
2,0.042267333,0.072541333,0.018135333,0.042747023,7.766990291,0.137857143,-2.03185233,40
2,0.009197667,0.040327333,0.010081833,0.024188427,7.920792079,0.136734694,-2.020474197,40
2,0.031148333,0.072073,0.01801825,0.038263564,7.800650054,0.13755102,-2.032632625,40
2,0.032509667,0.068073333,0.017018333,0.041271947,7.783783784,0.136938776,-2.030234265,40
2,0.040853667,0.105639333,0.026409833,0.05630598,7.586933614,0.136938776,-2.031675682,40
2,0.032877333,0.096892333,0.024223083,0.059056153,7.547169811,0.138877551,-2.005253008,40
2,0.049055333,0.108244333,0.027061083,0.07101288,7.37704918,0.138265306,-2.013478724,40
2,0.056534333,0.121059333,0.030264833,0.066263407,7.445708376,0.13755102,-2.032632625,40
2,0.072881667,0.102927,0.02573175,0.06568719,7.445708376,0.138877551,-2.030275111,40
2,0.038307,0.088181667,0.022045417,0.055432078,7.602956705,0.137857143,-2.018811634,40
2,0.049144667,0.096747667,0.024186917,0.061885955,7.507820647,0.136734694,-2.03120811,40
2,0.033189,0.083440333,0.020860083,0.046782422,7.725321888,0.136632653,-2.02760413,40
2,0.025103333,0.051232333,0.012808083,0.035225028,7.834602829,0.140408163,-1.982615695,40
2,0.033442,0.07172,0.01793,0.039539848,7.792207792,0.136938776,-2.032640433,40
2,0.050596667,0.105893333,0.026473333,0.06046415,7.547169811,0.13755102,-2.028640968,40
2,0.02274,0.045844333,0.011461083,0.027988192,7.886089814,0.137040816,-2.029635094,40
2,0.03991,0.073556667,0.018389167,0.042624366,7.75862069,0.137959184,-2.028931317,40
2,0.033235667,0.098476,0.024619,0.05529681,7.610993658,0.137142857,-2.027506476,40
2,0.079582667,0.111330667,0.027832667,0.072060912,7.33197556,0.139489796,-2.029756146,40
2,0.025565333,0.082416,0.020604,0.044006721,7.750269107,0.136938776,-2.028797642,40
2,0.040163667,0.072506,0.0181265,0.043551833,7.741935484,0.137040816,-2.031542576,40
2,0.040595667,0.115458,0.0288645,0.06028918,7.555089192,0.136938776,-2.030520283,40
2,0.072151667,0.135776667,0.033944167,0.079435492,7.214428858,0.142891156,-2.009782304,40
3,0.0479895,0.088213667,0.022053417,0.057095667,7.56302521,0.137040816,-2.031978206,40
3,0.033855833,0.089138167,0.022284542,0.048908257,7.692307692,0.13877551,-2.026375315,40
3,0.031854333,0.071908,0.017977,0.045621819,7.717041801,0.136632653,-2.031711402,40
3,0.054098333,0.0956265,0.023906625,0.057229795,7.56302521,0.137959184,-2.028931317,40
3,0.037990167,0.118446,0.0296115,0.067031259,7.422680412,0.136938776,-2.027346063,40
3,0.025275,0.071902,0.0179755,0.043765876,7.741935484,0.136836735,-2.027866494,40
3,0.055725333,0.103439833,0.025859958,0.063251648,7.476635514,0.137244898,-2.02782478,40
3,0.0447715,0.0716045,0.017901125,0.043063713,7.733619764,0.138877551,-2.030275111,40
3,0.024386,0.057764833,0.014441208,0.033271812,7.851690294,0.136734694,-2.031612007,40
3,0.048441,0.0504505,0.012612625,0.038973663,7.800650054,0.142857143,-2.021767756,40
3,0.017118167,0.066202167,0.016550542,0.038769518,7.809110629,0.135102041,-2.036606335,40
3,0.023582,0.048276,0.012069,0.028717482,7.886089814,0.137040816,-2.029635094,40
3,0.0484145,0.127196333,0.031799083,0.077357335,7.236180905,0.137040816,-2.026119589,40
3,0.039894667,0.112811167,0.028202792,0.06668672,7.438016529,0.136734694,-2.028758271,40
3,0.046702,0.105594833,0.026398708,0.064650429,7.461139896,0.13755102,-2.022156582,40
3,0.047031,0.105865833,0.026466458,0.062751917,7.49219563,0.137040816,-2.029635094,40
3,0.024322,0.050839,0.01270975,0.035831712,7.826086957,0.139387755,-1.996308216,40
3,0.021929,0.0482645,0.012066125,0.027267604,7.894736842,0.136836735,-2.033520375,40
3,0.039802167,0.049015,0.01225375,0.034922372,7.834602829,0.14122449,-2.026054252,40
3,0.033615833,0.0481215,0.012030375,0.031874195,7.868852459,0.137959184,-2.031948274,40
3,0.040385667,0.070315,0.01757875,0.045682209,7.717041801,0.13744898,-2.026086044,40
3,0.0475515,0.110812167,0.027703042,0.059672486,7.523510972,0.13755102,-2.03067619,40
3,0.033317833,0.075852,0.018963,0.043084401,7.77537797,0.137040816,-2.032075652,40
3,0.065171667,0.111071167,0.027767792,0.068381456,7.407407407,0.137857143,-2.027998568,40
3,0.032763833,0.082800333,0.020700083,0.056273225,7.594936709,0.140510204,-1.982267124,40
3,0.031827833,0.085974167,0.021493542,0.047360595,7.684098186,0.137857143,-2.024026727,40
3,0.023967,0.055112333,0.013778083,0.036648224,7.809110629,0.13877551,-2.002356129,40
3,0.064650167,0.0698865,0.017471625,0.05163115,7.651434644,0.142857143,-2.021767756,40
3,0.046666,0.086068167,0.021517042,0.058177225,7.531380753,0.137142857,-2.026598036,40
3,0.024801,0.071969,0.01799225,0.03906395,7.792207792,0.136938776,-2.026603146,40
4,0.031238,0.067134,0.0167835,0.038085978,7.77537797,0.137040816,-2.029666803,40
4,0.015658,0.050169333,0.012542333,0.031194953,7.868852459,0.138163265,-2.010943311,40
4,0.056684667,0.096892667,0.024223167,0.0625647,7.484407484,0.137244898,-2.02782478,40
4,0.03025,0.059674667,0.014918667,0.036247677,7.792207792,0.137142857,-2.02808234,40
4,0.009353333,0.026351333,0.006587833,0.016694588,7.96460177,0.136632653,-2.023220283,40
4,0.023618,0.040060667,0.010015167,0.02564762,7.912087912,0.136734694,-2.033744851,40
4,0.025077333,0.06485,0.0162125,0.044565023,7.741935484,0.139081633,-2.00139055,40
4,0.038952,0.109899333,0.027474833,0.061920225,7.484407484,0.137142857,-2.022970966,40
4,0.022944667,0.055184667,0.013796167,0.030849952,7.868852459,0.136632653,-2.031122385,40
4,0.039917333,0.087013333,0.021753333,0.049329685,7.659574468,0.136938776,-2.031881125,40
4,0.036208,0.043986,0.0109965,0.03210381,7.826086957,0.139387755,-2.030061039,40
4,0.024972667,0.04288,0.01072,0.02624492,7.912087912,0.137040816,-2.033181189,40
4,0.045926,0.09245,0.0231125,0.055764585,7.555089192,0.137040816,-2.031087955,40
4,0.045769333,0.093768,0.023442,0.054264409,7.594936709,0.137142857,-2.031067029,40
4,0.042018667,0.108092,0.027023,0.058086948,7.578947368,0.136734694,-2.032313467,40
4,0.022976667,0.056881333,0.014220333,0.030490201,7.877461707,0.136632653,-2.034418134,40
4,0.039003333,0.073172667,0.018293167,0.048871031,7.684098186,0.136632653,-2.033890753,40
4,0.044956,0.058988667,0.014747167,0.04004038,7.750269107,0.138571429,-2.032650822,40
4,0.043701333,0.077898,0.0194745,0.047124771,7.708779443,0.136632653,-2.031442114,40
4,0.054603333,0.077166,0.0192915,0.049866892,7.651434644,0.139795918,-2.029615723,40
4,0.047982,0.087716,0.021929,0.050128112,7.667731629,0.137653061,-2.030254555,40
4,0.057169333,0.094745333,0.023686333,0.055578422,7.594936709,0.13877551,-2.029756767,40
4,0.045183333,0.072516667,0.018129167,0.047883632,7.675906183,0.137755102,-2.029870326,40
4,0.025132,0.05945,0.0148625,0.033755546,7.826086957,0.137142857,-2.027506476,40
4,0.021402,0.05347,0.0133675,0.029588906,7.868852459,0.136632653,-2.031122385,40
4,0.041218,0.070342,0.0175855,0.040713283,7.77537797,0.13877551,-2.029756767,40
4,0.031410667,0.086814,0.0217035,0.052178079,7.627118644,0.138877551,-2.005253008,40
4,0.038769333,0.056562667,0.014140667,0.037225815,7.809110629,0.13877551,-2.031697735,40
4,0.046278667,0.06384,0.01596,0.046387526,7.700534759,0.13755102,-2.031173353,40
4,0.040170667,0.065030667,0.016257667,0.039537105,7.792207792,0.137959184,-2.032284485,40
1,0.0340745,0.05791,0.0144775,0.035895218,7.834602829,0.136632653,-2.034418134,50
1,0.015356167,0.033109167,0.008277292,0.019820149,7.947019868,0.136530612,-2.031565091,50
1,0.083117667,0.109170167,0.027292542,0.075552758,7.33197556,0.139081633,-2.03007033,50
1,0.016078,0.031883667,0.007970917,0.017853952,7.955801105,0.136938776,-2.034168277,50
1,0.049542667,0.092479,0.02311975,0.061450323,7.539267016,0.13744898,-2.02777546,50
1,0.033564667,0.088744333,0.022186083,0.055859373,7.594936709,0.137040816,-2.029185532,50
1,0.0637995,0.097007667,0.024251917,0.063341979,7.484407484,0.13877551,-2.028712799,50
1,0.0349715,0.068805833,0.017201458,0.043554242,7.77537797,0.136734694,-2.03070316,50
1,0.051177833,0.083843833,0.020960958,0.051564483,7.675906183,0.137244898,-2.033490031,50
1,0.034243,0.1062125,0.026553125,0.058319577,7.570977918,0.138265306,-2.02190131,50
1,0.048378,0.115087833,0.028771958,0.062510576,7.51565762,0.137857143,-2.029797693,50
1,0.050096833,0.106767667,0.026691917,0.063090488,7.507820647,0.136938776,-2.030424484,50
1,0.042188667,0.075271167,0.018817792,0.044249079,7.75862069,0.13755102,-2.032632625,50
1,0.034445,0.089345,0.02233625,0.056003606,7.602956705,0.138265306,-2.010522901,50
1,0.024233167,0.059568167,0.014892042,0.036081347,7.834602829,0.136938776,-2.026516619,50
1,0.083665167,0.1424165,0.035604125,0.092880735,7.038123167,0.15414966,-1.960412061,50
1,0.049299333,0.082929333,0.020732333,0.047994953,7.708779443,0.13877551,-2.029756767,50
1,0.0419785,0.0906345,0.022658625,0.05498889,7.627118644,0.13755102,-2.025098833,50
1,0.041039167,0.098385167,0.024596292,0.05478606,7.619047619,0.136938776,-2.030546206,50
1,0.033155167,0.0833685,0.020842125,0.046502485,7.733619764,0.13755102,-2.028018444,50
1,0.048999333,0.083054167,0.020763542,0.055656091,7.602956705,0.138265306,-2.027145769,50
1,0.040347,0.074079667,0.018519917,0.044645437,7.741935484,0.136836735,-2.032473095,50
1,0.031967167,0.082734,0.0206835,0.047876063,7.708779443,0.137040816,-2.026597737,50
1,0.025208833,0.072451167,0.018112792,0.045106785,7.725321888,0.136734694,-2.029117703,50
1,0.049467667,0.133501833,0.033375458,0.072514299,7.37704918,0.144931973,-2.002825715,50
1,0.032487833,0.099115333,0.024778833,0.050919489,7.675906183,0.136530612,-2.031846702,50
1,0.049111833,0.1124205,0.028105125,0.072135029,7.354443309,0.137755102,-2.019767228,50
1,0.050328833,0.108256333,0.027064083,0.062176862,7.531380753,0.137142857,-2.031858102,50
1,0.0320445,0.082588833,0.020647208,0.048394234,7.700534759,0.137040816,-2.029185532,50
1,0.066129667,0.1082285,0.027057125,0.07043708,7.407407407,0.137346939,-2.029673586,50
2,0.041421333,0.081079,0.02026975,0.048846393,7.692307692,0.136836735,-2.031701651,50
2,0.031817,0.087241667,0.021810417,0.048939141,7.667731629,0.13744898,-2.027570278,50
2,0.02626,0.081007667,0.020251917,0.047748024,7.708779443,0.13877551,-2.008491194,50
2,0.066154333,0.098699667,0.024674917,0.06007675,7.555089192,0.138979592,-2.030740376,50
2,0.031077667,0.093097333,0.023274333,0.04916982,7.659574468,0.137142857,-2.027506476,50
2,0.046794,0.094695,0.02367375,0.056888435,7.56302521,0.137142857,-2.027236777,50
2,0.081100333,0.142760667,0.035690167,0.081888765,7.164179104,0.143197279,-2.009762763,50
2,0.032429667,0.100249,0.02506225,0.054745867,7.635206787,0.137857143,-2.023636033,50
2,0.041769,0.090431,0.02260775,0.053208841,7.643312102,0.136938776,-2.030849673,50
2,0.030696667,0.048069,0.01201725,0.029244537,7.877461707,0.138571429,-2.031541229,50
2,0.041775333,0.074061667,0.018515417,0.045983249,7.733619764,0.137142857,-2.031842973,50
2,0.050186333,0.122069333,0.030517333,0.075928075,7.30964467,0.137040816,-2.026092507,50
2,0.032252333,0.065276667,0.016319167,0.041188817,7.766990291,0.13755102,-2.028018444,50
2,0.031818667,0.080651333,0.020162833,0.04565203,7.725321888,0.137142857,-2.024704817,50
2,0.032787667,0.081652667,0.020413167,0.052140824,7.643312102,0.138979592,-2.001639751,50
2,0.041084667,0.104623667,0.026155917,0.059246829,7.539267016,0.136632653,-2.031711402,50
2,0.053599,0.138205333,0.034551333,0.078638736,7.228915663,0.143571429,-2.005092009,50
2,0.078711667,0.079987,0.01999675,0.062388246,7.484407484,0.142857143,-2.021767756,50
2,0.041373,0.08497,0.0212425,0.047956767,7.717041801,0.13755102,-2.03067619,50
2,0.025365667,0.058819,0.01470475,0.038363652,7.809110629,0.138571429,-2.006593022,50
2,0.024644,0.057827333,0.014456833,0.0363046,7.826086957,0.137040816,-2.025499668,50
2,0.059284333,0.098460333,0.024615083,0.060531253,7.555089192,0.137959184,-2.031948274,50
2,0.056270333,0.131416,0.032854,0.077704826,7.265388496,0.142482993,-2.007223304,50
2,0.040493,0.108492667,0.027123167,0.059810336,7.570977918,0.136836735,-2.030738472,50
2,0.033493,0.058356333,0.014589083,0.035953661,7.834602829,0.136938776,-2.032620325,50
2,0.023908333,0.072210333,0.018052583,0.045069176,7.725321888,0.13877551,-2.002356129,50
2,0.05598,0.103967333,0.025991833,0.060763142,7.51565762,0.136734694,-2.034662725,50
2,0.058779,0.108257333,0.027064333,0.067004858,7.461139896,0.13755102,-2.030353538,50
2,0.018049333,0.057352,0.014338,0.03050317,7.877461707,0.136632653,-2.027485328,50
